ticket_id,user_id,issue_type,resolved,response_time_days
S30288,U1031320,App Crash,Yes,8
S30289,U1065422,Payment Failure,No,4
S30290,U1087679,App Crash,Yes,1
S30291,U1021877,Refund Delay,Yes,8
S30292,U1070116,App Crash,No,2
S30293,U1064599,Payment Failure,Yes,9
S30294,U1032862,Payment Failure,Yes,8
S30295,U1044782,Payment Failure,Yes,4
S30296,U1087324,App Crash,Yes,9
S30297,U1053533,App Crash,Yes,9
S30298,U1050116,App Crash,Yes,2
S30299,U1034147,Login Issue,Yes,8
S30300,U1071597,App Crash,Yes,7
S30301,U1099086,Refund Delay,Yes,4
S30302,U1052475,App Crash,Yes,8
S30303,U1021889,Login Issue,Yes,1
S30304,U1005123,Refund Delay,Yes,5
S30305,U1017288,Refund Delay,Yes,5
S30306,U1098412,App Crash,Yes,1
S30307,U1057809,Payment Failure,Yes,5
S30308,U1020700,Payment Failure,Yes,1
S30309,U1070000,Payment Failure,Yes,3
S30310,U1020183,App Crash,Yes,2
S30311,U1070759,Payment Failure,Yes,2
S30312,U1039913,Login Issue,Yes,6
S30313,U1095346,Payment Failure,Yes,3
S30314,U1065254,Payment Failure,Yes,4
S30315,U1040447,App Crash,Yes,3
S30316,U1072824,Refund Delay,No,8
S30317,U1099904,Login Issue,Yes,2
S30318,U1029068,Refund Delay,No,2
S30319,U1002237,App Crash,Yes,2
S30320,U1081724,Login Issue,Yes,7
S30321,U1045773,Refund Delay,Yes,7
S30322,U1000930,App Crash,Yes,5
S30323,U1098992,Refund Delay,Yes,6
S30324,U1021478,Refund Delay,Yes,8
S30325,U1019518,Payment Failure,No,5
S30326,U1017705,App Crash,No,9
S30327,U1078513,Payment Failure,Yes,4
S30328,U1017016,Refund Delay,Yes,1
S30329,U1080810,Login Issue,Yes,1
S30330,U1040980,Refund Delay,Yes,5
S30331,U1035220,Login Issue,Yes,1
S30332,U1096296,Payment Failure,Yes,1
S30333,U1022770,App Crash,Yes,2
S30334,U1017005,Refund Delay,Yes,1
S30335,U1055706,Payment Failure,No,3
S30336,U1011811,App Crash,Yes,7
S30337,U1052019,Login Issue,Yes,6
S30338,U1088092,Refund Delay,Yes,2
S30339,U1036743,App Crash,Yes,9
S30340,U1041948,Login Issue,Yes,5
S30341,U1017968,Refund Delay,No,8
S30342,U1021090,Refund Delay,Yes,8
S30343,U1090332,Login Issue,Yes,9
S30344,U1076666,Login Issue,No,3
S30345,U1022709,App Crash,Yes,4
S30346,U1044143,Refund Delay,Yes,5
S30347,U1099708,App Crash,Yes,7
S30348,U1055345,Refund Delay,Yes,1
S30349,U1028559,Payment Failure,Yes,9
S30350,U1019772,Payment Failure,No,8
S30351,U1083209,Payment Failure,Yes,1
S30352,U1082554,Login Issue,Yes,5
S30353,U1025541,Login Issue,Yes,3
S30354,U1030850,Refund Delay,Yes,9
S30355,U1084084,Login Issue,Yes,1
S30356,U1077611,Payment Failure,No,2
S30357,U1089513,Login Issue,Yes,2
S30358,U1051756,Refund Delay,Yes,7
S30359,U1089032,Login Issue,Yes,7
S30360,U1082817,Payment Failure,No,7
S30361,U1027205,Refund Delay,Yes,3
S30362,U1050583,Login Issue,Yes,1
S30363,U1039579,Login Issue,Yes,9
S30364,U1036533,Refund Delay,Yes,7
S30365,U1047508,App Crash,Yes,9
S30366,U1029695,App Crash,Yes,6
S30367,U1002672,App Crash,Yes,8
S30368,U1053268,App Crash,Yes,1
S30369,U1041167,Refund Delay,Yes,4
S30370,U1093426,Login Issue,Yes,5
S30371,U1022217,App Crash,Yes,3
S30372,U1007256,Payment Failure,No,4
S30373,U1011775,App Crash,No,5
S30374,U1040096,App Crash,Yes,5
S30375,U1085520,Login Issue,No,9
S30376,U1053030,Payment Failure,Yes,2
S30377,U1021776,Login Issue,Yes,9
S30378,U1043490,App Crash,Yes,1
S30379,U1096701,Login Issue,Yes,1
S30380,U1003921,Login Issue,Yes,1
S30381,U1064592,Refund Delay,Yes,8
S30382,U1098767,Login Issue,No,2
S30383,U1019444,App Crash,Yes,8
S30384,U1044484,App Crash,Yes,9
S30385,U1084775,Login Issue,Yes,4
S30386,U1079497,App Crash,No,6
S30387,U1063832,Payment Failure,No,2
S30388,U1020742,Payment Failure,No,4
S30389,U1054347,Payment Failure,Yes,7
S30390,U1059154,Login Issue,Yes,5
S30391,U1049389,Login Issue,Yes,1
S30392,U1026829,Login Issue,Yes,5
S30393,U1012500,Payment Failure,Yes,9
S30394,U1039383,Refund Delay,Yes,7
S30395,U1031577,App Crash,Yes,5
S30396,U1014858,Login Issue,Yes,9
S30397,U1060191,Refund Delay,Yes,9
S30398,U1034265,App Crash,Yes,5
S30399,U1003208,Login Issue,Yes,5
S30400,U1095560,App Crash,Yes,5
S30401,U1046910,Payment Failure,Yes,8
S30402,U1011492,App Crash,No,5
S30403,U1047712,App Crash,No,5
S30404,U1020863,Refund Delay,Yes,4
S30405,U1016988,Payment Failure,Yes,8
S30406,U1031220,Login Issue,Yes,7
S30407,U1036171,Payment Failure,Yes,5
S30408,U1043715,Refund Delay,Yes,5
S30409,U1076878,Payment Failure,Yes,6
S30410,U1004934,App Crash,Yes,2
S30411,U1029368,Login Issue,Yes,1
S30412,U1090202,Login Issue,Yes,3
S30413,U1085730,Refund Delay,No,3
S30414,U1070447,Login Issue,Yes,8
S30415,U1020436,App Crash,Yes,9
S30416,U1014612,Login Issue,No,6
S30417,U1017943,Login Issue,Yes,1
S30418,U1068546,Refund Delay,Yes,7
S30419,U1086498,Payment Failure,Yes,1
S30420,U1090097,Payment Failure,No,5
S30421,U1021973,Login Issue,Yes,1
S30422,U1024567,Login Issue,Yes,8
S30423,U1042958,Login Issue,No,3
S30424,U1002491,App Crash,No,2
S30425,U1047340,App Crash,Yes,8
S30426,U1087889,Payment Failure,Yes,9
S30427,U1081557,Payment Failure,Yes,5
S30428,U1026001,Payment Failure,Yes,3
S30429,U1095094,Login Issue,Yes,3
S30430,U1014977,App Crash,Yes,3
S30431,U1054829,App Crash,Yes,4
S30432,U1082577,Payment Failure,Yes,3
S30433,U1079425,Payment Failure,No,5
S30434,U1060069,Login Issue,Yes,6
S30435,U1074779,Payment Failure,Yes,6
S30436,U1053348,Payment Failure,Yes,6
S30437,U1038018,Refund Delay,No,9
S30438,U1042472,Login Issue,Yes,7
S30439,U1003588,Refund Delay,Yes,6
S30440,U1067146,Payment Failure,Yes,5
S30441,U1051363,App Crash,Yes,8
S30442,U1012553,Refund Delay,Yes,7
S30443,U1010945,Refund Delay,Yes,2
S30444,U1050308,App Crash,Yes,2
S30445,U1032975,Payment Failure,Yes,7
S30446,U1065321,App Crash,Yes,5
S30447,U1045218,Refund Delay,Yes,5
S30448,U1051326,Login Issue,Yes,3
S30449,U1084920,Payment Failure,Yes,4
S30450,U1036828,Payment Failure,No,1
S30451,U1086124,Refund Delay,Yes,2
S30452,U1019070,Payment Failure,Yes,1
S30453,U1027753,App Crash,Yes,5
S30454,U1008232,Refund Delay,Yes,4
S30455,U1031695,Login Issue,No,6
S30456,U1098454,Payment Failure,Yes,8
S30457,U1010178,App Crash,No,4
S30458,U1054678,Login Issue,Yes,8
S30459,U1079359,App Crash,Yes,8
S30460,U1078307,Payment Failure,Yes,6
S30461,U1080440,Payment Failure,Yes,6
S30462,U1069493,App Crash,Yes,3
S30463,U1011032,Payment Failure,Yes,3
S30464,U1008295,Refund Delay,No,8
S30465,U1012596,Payment Failure,Yes,7
S30466,U1019159,Payment Failure,Yes,6
S30467,U1061896,Login Issue,Yes,7
S30468,U1086904,Refund Delay,No,8
S30469,U1068211,Login Issue,Yes,5
S30470,U1060471,Login Issue,Yes,5
S30471,U1048893,Payment Failure,Yes,4
S30472,U1080135,App Crash,Yes,8
S30473,U1023672,Refund Delay,Yes,7
S30474,U1064884,App Crash,Yes,6
S30475,U1099515,Refund Delay,Yes,4
S30476,U1062641,Payment Failure,Yes,2
S30477,U1016327,Payment Failure,Yes,6
S30478,U1097014,Refund Delay,Yes,1
S30479,U1020715,Payment Failure,Yes,6
S30480,U1082816,Payment Failure,Yes,6
S30481,U1012041,App Crash,Yes,7
S30482,U1024220,Payment Failure,Yes,3
S30483,U1058752,Payment Failure,Yes,1
S30484,U1039291,Payment Failure,Yes,4
S30485,U1000951,Payment Failure,Yes,9
S30486,U1014888,Payment Failure,Yes,3
S30487,U1026028,Payment Failure,Yes,1
S30488,U1035932,Refund Delay,Yes,6
S30489,U1084375,Refund Delay,Yes,7
S30490,U1004628,Login Issue,Yes,2
S30491,U1057113,Refund Delay,Yes,5
S30492,U1048886,Refund Delay,Yes,9
S30493,U1045951,Refund Delay,No,9
S30494,U1004139,Refund Delay,Yes,1
S30495,U1004269,App Crash,Yes,2
S30496,U1065447,Login Issue,Yes,8
S30497,U1013774,Payment Failure,Yes,7
S30498,U1040170,Refund Delay,No,8
S30499,U1048413,App Crash,Yes,9
S30500,U1065391,Payment Failure,Yes,9
S30501,U1037166,Refund Delay,Yes,9
S30502,U1063814,Login Issue,Yes,6
S30503,U1025996,Payment Failure,No,4
S30504,U1034783,App Crash,No,1
S30505,U1093553,Login Issue,Yes,1
S30506,U1068280,Refund Delay,Yes,1
S30507,U1086793,Refund Delay,Yes,7
S30508,U1081086,App Crash,Yes,2
S30509,U1061622,Refund Delay,No,5
S30510,U1099130,App Crash,Yes,1
S30511,U1094687,Refund Delay,Yes,3
S30512,U1082889,Login Issue,Yes,3
S30513,U1082895,Refund Delay,No,9
S30514,U1079268,App Crash,Yes,4
S30515,U1008792,Login Issue,Yes,9
S30516,U1083837,App Crash,Yes,1
S30517,U1064366,Refund Delay,Yes,7
S30518,U1086105,Refund Delay,Yes,3
S30519,U1045816,Refund Delay,Yes,3
S30520,U1077107,App Crash,No,4
S30521,U1057353,Payment Failure,Yes,1
S30522,U1019925,Login Issue,Yes,2
S30523,U1061268,Payment Failure,Yes,3
S30524,U1026287,App Crash,No,7
S30525,U1075500,Payment Failure,Yes,2
S30526,U1046724,Refund Delay,No,4
S30527,U1088718,Refund Delay,Yes,2
S30528,U1052705,Refund Delay,No,6
S30529,U1093731,Refund Delay,Yes,5
S30530,U1009214,App Crash,No,6
S30531,U1031830,Login Issue,Yes,2
S30532,U1096162,Payment Failure,Yes,1
S30533,U1082663,App Crash,Yes,5
S30534,U1036468,Payment Failure,No,6
S30535,U1068129,Login Issue,Yes,5
S30536,U1077548,Payment Failure,Yes,7
S30537,U1029570,Refund Delay,Yes,2
S30538,U1009688,Payment Failure,Yes,3
S30539,U1058727,App Crash,Yes,4
S30540,U1015691,Login Issue,Yes,6
S30541,U1059234,Payment Failure,Yes,3
S30542,U1065899,Login Issue,Yes,3
S30543,U1016544,Login Issue,Yes,8
S30544,U1088127,Login Issue,No,4
S30545,U1011003,Payment Failure,Yes,9
S30546,U1042597,App Crash,Yes,8
S30547,U1073475,Login Issue,Yes,9
S30548,U1004257,Login Issue,Yes,3
S30549,U1085263,Refund Delay,No,7
S30550,U1072200,Login Issue,Yes,2
S30551,U1094218,Refund Delay,Yes,6
S30552,U1083614,App Crash,Yes,4
S30553,U1079779,Refund Delay,Yes,7
S30554,U1075378,Login Issue,Yes,5
S30555,U1002795,App Crash,No,4
S30556,U1054271,Refund Delay,No,8
S30557,U1047187,Login Issue,Yes,1
S30558,U1045855,App Crash,Yes,5
S30559,U1003401,Refund Delay,Yes,2
S30560,U1045322,Payment Failure,Yes,9
S30561,U1030071,Login Issue,Yes,4
S30562,U1033436,Refund Delay,Yes,6
S30563,U1057151,Refund Delay,Yes,1
S30564,U1025757,Login Issue,No,1
S30565,U1033803,Refund Delay,Yes,8
S30566,U1038961,Payment Failure,No,4
S30567,U1099312,Refund Delay,Yes,7
S30568,U1054754,Login Issue,Yes,4
S30569,U1063993,App Crash,Yes,6
S30570,U1019973,Payment Failure,Yes,3
S30571,U1080356,App Crash,Yes,4
S30572,U1018972,Payment Failure,Yes,8
S30573,U1049282,Refund Delay,Yes,5
S30574,U1057656,Login Issue,Yes,9
S30575,U1024529,Login Issue,Yes,2
S30576,U1059334,App Crash,Yes,7
S30577,U1019339,Refund Delay,Yes,4
S30578,U1021410,App Crash,Yes,2
S30579,U1012686,Refund Delay,Yes,7
S30580,U1077969,Refund Delay,Yes,6
S30581,U1025991,App Crash,Yes,1
S30582,U1054099,App Crash,Yes,6
S30583,U1069381,App Crash,Yes,8
S30584,U1022411,App Crash,Yes,5
S30585,U1047139,Payment Failure,Yes,1
S30586,U1087578,Refund Delay,Yes,2
S30587,U1090662,Login Issue,No,3
S30588,U1022000,App Crash,Yes,1
S30589,U1063675,Refund Delay,Yes,9
S30590,U1081997,App Crash,Yes,7
S30591,U1045944,Payment Failure,Yes,1
S30592,U1032073,Refund Delay,Yes,8
S30593,U1087212,App Crash,Yes,2
S30594,U1006547,App Crash,Yes,8
S30595,U1055381,Login Issue,Yes,9
S30596,U1081766,Login Issue,Yes,6
S30597,U1075546,Login Issue,Yes,7
S30598,U1063024,Refund Delay,Yes,6
S30599,U1041554,Refund Delay,Yes,8
S30600,U1010653,Refund Delay,Yes,4
S30601,U1062661,App Crash,Yes,8
S30602,U1001523,App Crash,No,8
S30603,U1032559,Login Issue,Yes,2
S30604,U1057007,Refund Delay,Yes,7
S30605,U1019540,Payment Failure,Yes,6
S30606,U1017083,App Crash,Yes,2
S30607,U1075308,Login Issue,Yes,5
S30608,U1094562,Refund Delay,Yes,4
S30609,U1005443,Payment Failure,Yes,2
S30610,U1013504,Payment Failure,No,4
S30611,U1056133,Payment Failure,Yes,5
S30612,U1097254,Payment Failure,Yes,6
S30613,U1012210,App Crash,Yes,2
S30614,U1081016,App Crash,Yes,2
S30615,U1014999,Payment Failure,Yes,4
S30616,U1040441,Payment Failure,Yes,5
S30617,U1080737,Login Issue,Yes,3
S30618,U1034230,App Crash,Yes,8
S30619,U1093820,Refund Delay,Yes,5
S30620,U1000153,Refund Delay,Yes,1
S30621,U1042515,App Crash,Yes,2
S30622,U1038858,App Crash,No,7
S30623,U1044673,Login Issue,Yes,4
S30624,U1082629,Refund Delay,Yes,5
S30625,U1007516,Payment Failure,Yes,5
S30626,U1095775,Login Issue,Yes,1
S30627,U1057509,Refund Delay,No,2
S30628,U1062438,Refund Delay,Yes,7
S30629,U1025726,Payment Failure,Yes,1
S30630,U1092046,Payment Failure,No,7
S30631,U1073994,App Crash,Yes,2
S30632,U1062297,Refund Delay,Yes,5
S30633,U1041748,App Crash,No,9
S30634,U1093812,Login Issue,Yes,3
S30635,U1039616,Payment Failure,Yes,4
S30636,U1087084,Login Issue,Yes,3
S30637,U1048191,Login Issue,Yes,8
S30638,U1051824,App Crash,Yes,6
S30639,U1058249,Refund Delay,Yes,2
S30640,U1006580,App Crash,Yes,1
S30641,U1017552,Refund Delay,No,7
S30642,U1067113,App Crash,Yes,5
S30643,U1009647,Payment Failure,Yes,8
S30644,U1081830,Payment Failure,Yes,2
S30645,U1004685,App Crash,Yes,1
S30646,U1031524,Refund Delay,Yes,9
S30647,U1010510,Login Issue,No,3
S30648,U1082108,App Crash,Yes,5
S30649,U1099849,Payment Failure,Yes,4
S30650,U1043896,App Crash,Yes,7
S30651,U1000704,Refund Delay,No,8
S30652,U1010030,Login Issue,No,8
S30653,U1096748,Payment Failure,Yes,1
S30654,U1049592,Refund Delay,Yes,1
S30655,U1048440,App Crash,Yes,7
S30656,U1005175,Refund Delay,No,1
S30657,U1098870,Payment Failure,Yes,8
S30658,U1089079,Refund Delay,Yes,6
S30659,U1005623,App Crash,Yes,4
S30660,U1060712,Refund Delay,Yes,9
S30661,U1074469,Refund Delay,Yes,9
S30662,U1059178,Refund Delay,Yes,3
S30663,U1084330,Refund Delay,Yes,8
S30664,U1044048,Payment Failure,Yes,9
S30665,U1016465,App Crash,Yes,6
S30666,U1054459,Refund Delay,No,8
S30667,U1036486,Refund Delay,Yes,5
S30668,U1055977,Payment Failure,No,4
S30669,U1080656,Refund Delay,Yes,1
S30670,U1078750,Login Issue,Yes,7
S30671,U1035316,App Crash,Yes,7
S30672,U1021253,App Crash,Yes,2
S30673,U1050575,App Crash,Yes,4
S30674,U1038269,Refund Delay,Yes,7
S30675,U1015883,App Crash,Yes,8
S30676,U1076189,Payment Failure,Yes,8
S30677,U1060909,App Crash,No,6
S30678,U1023235,Login Issue,Yes,7
S30679,U1044878,Refund Delay,Yes,8
S30680,U1008525,Login Issue,Yes,1
S30681,U1035074,Login Issue,Yes,5
S30682,U1097474,Payment Failure,Yes,7
S30683,U1092336,App Crash,Yes,6
S30684,U1018653,App Crash,Yes,9
S30685,U1042098,Refund Delay,Yes,9
S30686,U1014819,Payment Failure,Yes,7
S30687,U1017605,Refund Delay,Yes,2
S30688,U1057153,Refund Delay,Yes,6
S30689,U1061138,Refund Delay,Yes,9
S30690,U1068523,App Crash,No,3
S30691,U1072073,Payment Failure,Yes,3
S30692,U1066755,Login Issue,Yes,9
S30693,U1072477,App Crash,Yes,9
S30694,U1052382,App Crash,Yes,8
S30695,U1091536,App Crash,Yes,8
S30696,U1066112,Login Issue,Yes,3
S30697,U1082405,App Crash,Yes,3
S30698,U1018593,Refund Delay,Yes,3
S30699,U1090904,App Crash,Yes,8
S30700,U1082599,Refund Delay,No,7
S30701,U1095145,App Crash,Yes,6
S30702,U1042503,Refund Delay,Yes,3
S30703,U1086848,Login Issue,Yes,4
S30704,U1095065,Login Issue,Yes,3
S30705,U1057888,App Crash,Yes,4
S30706,U1035229,Login Issue,Yes,4
S30707,U1078629,Refund Delay,No,7
S30708,U1011351,App Crash,Yes,3
S30709,U1055916,Login Issue,Yes,2
S30710,U1007234,Login Issue,Yes,4
S30711,U1030946,Payment Failure,Yes,9
S30712,U1030082,Login Issue,Yes,8
S30713,U1086874,App Crash,Yes,8
S30714,U1043167,App Crash,Yes,5
S30715,U1057490,Refund Delay,Yes,5
S30716,U1088728,Refund Delay,Yes,9
S30717,U1050848,Login Issue,Yes,4
S30718,U1061635,Login Issue,Yes,2
S30719,U1016013,Payment Failure,Yes,1
S30720,U1000553,Payment Failure,Yes,1
S30721,U1030607,Refund Delay,No,5
S30722,U1094207,Login Issue,Yes,6
S30723,U1044309,Payment Failure,Yes,7
S30724,U1035523,Login Issue,Yes,8
S30725,U1010755,App Crash,Yes,8
S30726,U1046976,Refund Delay,Yes,9
S30727,U1066946,App Crash,Yes,2
S30728,U1029641,Refund Delay,Yes,1
S30729,U1086897,App Crash,Yes,1
S30730,U1098115,App Crash,Yes,4
S30731,U1045124,App Crash,Yes,3
S30732,U1027984,Payment Failure,Yes,9
S30733,U1097187,Payment Failure,Yes,7
S30734,U1022989,App Crash,Yes,3
S30735,U1079084,Refund Delay,Yes,5
S30736,U1071195,Login Issue,No,5
S30737,U1097093,Payment Failure,Yes,7
S30738,U1037862,Login Issue,Yes,8
S30739,U1066540,App Crash,No,3
S30740,U1090363,Login Issue,Yes,5
S30741,U1022875,Login Issue,No,6
S30742,U1064723,Login Issue,Yes,1
S30743,U1098413,Payment Failure,Yes,2
S30744,U1064342,Refund Delay,No,6
S30745,U1068155,App Crash,Yes,9
S30746,U1007487,Refund Delay,Yes,6
S30747,U1090411,App Crash,Yes,9
S30748,U1050769,Payment Failure,Yes,2
S30749,U1001713,Payment Failure,Yes,6
S30750,U1056872,Login Issue,Yes,1
S30751,U1069437,Login Issue,Yes,9
S30752,U1078816,Refund Delay,Yes,8
S30753,U1013498,Login Issue,Yes,5
S30754,U1065457,App Crash,Yes,9
S30755,U1037587,Payment Failure,Yes,1
S30756,U1016927,App Crash,Yes,8
S30757,U1043904,Payment Failure,Yes,8
S30758,U1083838,App Crash,Yes,9
S30759,U1051458,Payment Failure,Yes,3
S30760,U1034212,Refund Delay,No,1
S30761,U1011184,Refund Delay,Yes,7
S30762,U1076541,App Crash,Yes,8
S30763,U1032994,Login Issue,Yes,8
S30764,U1036086,App Crash,Yes,7
S30765,U1034111,Refund Delay,Yes,6
S30766,U1071765,Payment Failure,Yes,9
S30767,U1075939,Payment Failure,Yes,5
S30768,U1038831,App Crash,Yes,1
S30769,U1094847,App Crash,Yes,1
S30770,U1016505,App Crash,Yes,6
S30771,U1070328,Payment Failure,Yes,1
S30772,U1032399,Refund Delay,Yes,1
S30773,U1053645,App Crash,Yes,9
S30774,U1010696,Login Issue,Yes,7
S30775,U1083549,Payment Failure,Yes,5
S30776,U1012449,Login Issue,Yes,8
S30777,U1090794,Login Issue,Yes,3
S30778,U1049696,Login Issue,Yes,8
S30779,U1072834,Login Issue,Yes,6
S30780,U1088791,Login Issue,Yes,3
S30781,U1060568,Refund Delay,Yes,2
S30782,U1037972,Payment Failure,Yes,4
S30783,U1025693,App Crash,Yes,2
S30784,U1070379,Refund Delay,Yes,9
S30785,U1074559,App Crash,Yes,1
S30786,U1055628,App Crash,Yes,3
S30787,U1092281,Refund Delay,Yes,7
S30788,U1025230,Payment Failure,Yes,9
S30789,U1023600,Payment Failure,Yes,7
S30790,U1098685,Payment Failure,Yes,7
S30791,U1065011,Refund Delay,No,3
S30792,U1048507,Login Issue,Yes,3
S30793,U1048030,Refund Delay,Yes,9
S30794,U1006202,Payment Failure,Yes,8
S30795,U1053015,App Crash,Yes,4
S30796,U1001896,App Crash,Yes,7
S30797,U1039320,Login Issue,Yes,2
S30798,U1043802,Refund Delay,Yes,3
S30799,U1047264,App Crash,Yes,6
S30800,U1014254,Payment Failure,Yes,9
S30801,U1097329,Login Issue,Yes,6
S30802,U1040984,Login Issue,No,6
S30803,U1082669,Payment Failure,Yes,3
S30804,U1049807,App Crash,Yes,2
S30805,U1091011,Login Issue,Yes,6
S30806,U1094652,Login Issue,Yes,4
S30807,U1044663,Payment Failure,Yes,5
S30808,U1090753,Login Issue,Yes,9
S30809,U1056951,Refund Delay,Yes,8
S30810,U1016990,Login Issue,Yes,2
S30811,U1081697,Payment Failure,No,6
S30812,U1006462,Refund Delay,Yes,6
S30813,U1009456,App Crash,Yes,3
S30814,U1074248,Refund Delay,Yes,7
S30815,U1012865,Login Issue,Yes,7
S30816,U1036531,Payment Failure,Yes,5
S30817,U1058759,Refund Delay,Yes,6
S30818,U1030376,Login Issue,Yes,6
S30819,U1024120,App Crash,Yes,5
S30820,U1084566,Refund Delay,Yes,9
S30821,U1026516,Login Issue,Yes,7
S30822,U1097424,Login Issue,Yes,1
S30823,U1071067,App Crash,Yes,9
S30824,U1093363,Refund Delay,Yes,1
S30825,U1045879,Refund Delay,Yes,1
S30826,U1019450,Refund Delay,Yes,4
S30827,U1054449,Payment Failure,Yes,2
S30828,U1085980,Payment Failure,Yes,2
S30829,U1017723,App Crash,Yes,8
S30830,U1024485,App Crash,Yes,2
S30831,U1052871,App Crash,Yes,2
S30832,U1079133,Refund Delay,Yes,7
S30833,U1017095,Refund Delay,Yes,8
S30834,U1052632,Refund Delay,Yes,1
S30835,U1081477,App Crash,Yes,8
S30836,U1039485,App Crash,Yes,6
S30837,U1007107,Login Issue,No,9
S30838,U1040382,App Crash,Yes,9
S30839,U1057393,Payment Failure,Yes,3
S30840,U1069276,Refund Delay,Yes,3
S30841,U1091914,Refund Delay,Yes,3
S30842,U1061152,Login Issue,Yes,3
S30843,U1009411,Login Issue,Yes,2
S30844,U1071334,Payment Failure,Yes,2
S30845,U1089865,App Crash,Yes,2
S30846,U1056231,App Crash,Yes,5
S30847,U1055584,Refund Delay,Yes,6
S30848,U1093299,App Crash,Yes,2
S30849,U1096669,App Crash,Yes,1
S30850,U1013602,Refund Delay,Yes,3
S30851,U1051070,Payment Failure,Yes,9
S30852,U1078089,Refund Delay,Yes,7
S30853,U1096504,App Crash,Yes,1
S30854,U1049057,Payment Failure,Yes,2
S30855,U1065035,Refund Delay,No,3
S30856,U1095553,Login Issue,Yes,2
S30857,U1054245,Payment Failure,Yes,7
S30858,U1065651,Payment Failure,Yes,1
S30859,U1008883,Refund Delay,Yes,2
S30860,U1077001,Login Issue,Yes,3
S30861,U1061655,App Crash,No,9
S30862,U1015798,App Crash,Yes,5
S30863,U1005884,Payment Failure,Yes,3
S30864,U1018391,Login Issue,Yes,1
S30865,U1088233,App Crash,Yes,6
S30866,U1084287,App Crash,Yes,8
S30867,U1084139,Login Issue,Yes,5
S30868,U1046856,Payment Failure,Yes,8
S30869,U1089462,Login Issue,No,7
S30870,U1026617,Refund Delay,Yes,1
S30871,U1097457,Payment Failure,Yes,5
S30872,U1040928,App Crash,Yes,7
S30873,U1026867,Login Issue,Yes,7
S30874,U1084150,Login Issue,Yes,4
S30875,U1062333,Refund Delay,Yes,6
S30876,U1043517,Payment Failure,Yes,6
S30877,U1000706,Payment Failure,Yes,3
S30878,U1016852,App Crash,Yes,5
S30879,U1071291,App Crash,No,3
S30880,U1083622,App Crash,No,2
S30881,U1054445,Refund Delay,Yes,1
S30882,U1007233,Payment Failure,Yes,1
S30883,U1092724,Payment Failure,No,3
S30884,U1057785,Payment Failure,Yes,5
S30885,U1074871,App Crash,Yes,1
S30886,U1099710,Payment Failure,Yes,2
S30887,U1029196,Refund Delay,Yes,1
S30888,U1036441,Payment Failure,Yes,5
S30889,U1022501,App Crash,Yes,2
S30890,U1096167,App Crash,No,7
S30891,U1030005,Login Issue,Yes,5
S30892,U1036370,Payment Failure,Yes,8
S30893,U1071075,Payment Failure,Yes,4
S30894,U1007904,App Crash,No,2
S30895,U1001752,Login Issue,Yes,5
S30896,U1017822,Refund Delay,Yes,1
S30897,U1047942,Payment Failure,Yes,4
S30898,U1059479,Refund Delay,No,1
S30899,U1085123,Refund Delay,Yes,1
S30900,U1028514,Refund Delay,Yes,3
S30901,U1075075,Refund Delay,Yes,7
S30902,U1040070,Login Issue,No,6
S30903,U1053164,Login Issue,Yes,9
S30904,U1044645,Refund Delay,Yes,8
S30905,U1079512,Refund Delay,Yes,1
S30906,U1058311,Payment Failure,Yes,3
S30907,U1023460,Login Issue,Yes,6
S30908,U1064666,Refund Delay,Yes,3
S30909,U1079123,Payment Failure,No,2
S30910,U1057720,Payment Failure,Yes,7
S30911,U1022517,Login Issue,Yes,3
S30912,U1080066,Payment Failure,Yes,5
S30913,U1051421,Payment Failure,Yes,8
S30914,U1056269,App Crash,Yes,8
S30915,U1019477,App Crash,Yes,5
S30916,U1018412,Login Issue,Yes,8
S30917,U1029572,Refund Delay,Yes,5
S30918,U1022129,Payment Failure,Yes,2
S30919,U1050232,Payment Failure,Yes,4
S30920,U1056419,Payment Failure,Yes,6
S30921,U1080278,App Crash,Yes,5
S30922,U1036579,Payment Failure,Yes,2
S30923,U1001455,Payment Failure,No,4
S30924,U1054677,App Crash,Yes,7
S30925,U1095853,Login Issue,Yes,4
S30926,U1015158,Payment Failure,Yes,9
S30927,U1094030,Refund Delay,Yes,4
S30928,U1040123,App Crash,Yes,4
S30929,U1011449,Payment Failure,Yes,8
S30930,U1070637,Login Issue,Yes,5
S30931,U1039243,Payment Failure,Yes,6
S30932,U1047984,Refund Delay,Yes,9
S30933,U1099655,Refund Delay,Yes,6
S30934,U1073389,Payment Failure,Yes,2
S30935,U1092452,App Crash,Yes,5
S30936,U1062950,App Crash,Yes,9
S30937,U1007149,App Crash,Yes,3
S30938,U1095083,Payment Failure,Yes,6
S30939,U1084904,Refund Delay,No,9
S30940,U1002344,Login Issue,Yes,6
S30941,U1037558,Payment Failure,Yes,7
S30942,U1056530,Refund Delay,Yes,6
S30943,U1026123,Login Issue,Yes,4
S30944,U1029872,Refund Delay,Yes,7
S30945,U1097073,Refund Delay,No,5
S30946,U1068134,Login Issue,Yes,7
S30947,U1052433,Login Issue,Yes,6
S30948,U1059745,Refund Delay,No,6
S30949,U1056334,Login Issue,Yes,1
S30950,U1037277,Payment Failure,Yes,2
S30951,U1030392,Payment Failure,Yes,1
S30952,U1075293,App Crash,Yes,3
S30953,U1079833,App Crash,No,4
