user_id,last_active_date,avg_session_time,failed_txns,total_logins
U1022319,2025-07-08,8.95,1,230
U1022320,2025-09-12,9.41,1,280
U1022321,2025-07-29,15.03,0,169
U1022322,2025-10-03,9.27,1,242
U1022323,2025-10-12,7.75,3,227
U1022324,2025-07-12,9.65,0,283
U1022325,2025-07-26,4.72,0,210
U1022326,2025-07-25,4.14,1,297
U1022327,2025-06-13,0.08,0,262
U1022328,2025-08-27,0.68,4,19
U1022329,2025-10-15,8.66,4,250
U1022330,2025-08-29,14.44,3,225
U1022331,2025-08-26,11.06,1,69
U1022332,2025-09-02,7.11,1,35
U1022333,2025-09-03,11.89,0,168
U1022334,2025-08-21,3.57,0,285
U1022335,2025-08-14,13.75,0,265
U1022336,2025-08-27,7.05,0,148
U1022337,2025-09-03,7.61,1,69
U1022338,2025-09-17,2.69,3,184
U1022339,2025-09-17,7.24,0,18
U1022340,2025-07-26,8.33,1,171
U1022341,2025-06-05,9.56,1,262
U1022342,2025-07-09,13.98,3,233
U1022343,2025-07-30,6.96,2,111
U1022344,2025-09-20,9.58,0,52
U1022345,2025-08-20,11.74,0,222
U1022346,2025-08-09,5.5,0,232
U1022347,2025-09-16,5.66,4,153
U1022348,2025-10-23,7.21,0,172
U1022349,2025-06-07,10.14,0,143
U1022350,2025-08-12,11.5,4,40
U1022351,2025-08-25,5.59,0,218
U1022352,2025-05-15,5.48,1,210
U1022353,2025-05-20,9.86,0,50
U1022354,2025-10-02,12.39,1,61
U1022355,2025-09-20,9.99,0,290
U1022356,2025-08-10,6.94,3,76
U1022357,2025-08-28,13.69,1,142
U1022358,2025-06-20,4.82,0,46
U1022359,2025-06-17,8.44,0,52
U1022360,2025-08-23,9.31,4,218
U1022361,2025-07-11,4.61,1,222
U1022362,2025-08-21,5.67,1,71
U1022363,2025-06-14,7.41,0,266
U1022364,2025-05-06,6.12,2,204
U1022365,2025-06-17,9.25,2,106
U1022366,2025-07-27,6.36,0,95
U1022367,2025-09-28,13.1,2,248
U1022368,2025-09-12,15.04,1,254
U1022369,2025-09-06,15.36,1,156
U1022370,2025-07-04,4.69,2,112
U1022371,2025-10-06,8.27,1,14
U1022372,2025-07-07,9.37,1,179
U1022373,2025-09-12,5.82,1,193
U1022374,2025-08-05,6.89,1,35
U1022375,2025-08-24,7.3,1,65
U1022376,2025-08-04,9.93,0,21
U1022377,2025-05-15,1.55,1,193
U1022378,2025-06-04,2.87,0,211
U1022379,2025-05-08,7.56,1,122
U1022380,2025-06-17,9.74,2,96
U1022381,2025-05-31,7.35,0,109
U1022382,2025-10-23,8.87,0,237
U1022383,2025-06-27,12.09,1,265
U1022384,2025-07-14,4.92,0,238
U1022385,2025-09-02,8.32,1,82
U1022386,2025-06-13,7.14,0,259
U1022387,2025-06-26,8.9,0,97
U1022388,2025-09-12,7.35,2,236
U1022389,2025-09-20,3.04,2,96
U1022390,2025-10-09,9.46,3,211
U1022391,2025-08-22,7.52,1,99
U1022392,2025-07-25,7.66,0,262
U1022393,2025-08-25,8.38,2,16
U1022394,2025-10-08,6.4,0,256
U1022395,2025-05-28,7.64,2,215
U1022396,2025-06-26,3.9,1,110
U1022397,2025-08-22,10.01,1,143
U1022398,2025-07-10,3.0,0,153
U1022399,2025-05-26,9.36,0,228
U1022400,2025-09-27,9.22,0,40
U1022401,2025-06-08,6.72,0,286
U1022402,2025-05-10,10.1,0,65
U1022403,2025-07-26,6.91,0,289
U1022404,2025-09-21,8.42,2,286
U1022405,2025-07-03,10.92,1,143
U1022406,2025-07-20,7.77,1,93
U1022407,2025-06-24,11.9,2,55
U1022408,2025-05-15,11.75,2,155
U1022409,2025-08-01,2.79,2,150
U1022410,2025-06-07,5.25,2,176
U1022411,2025-09-11,1.65,2,290
U1022412,2025-10-25,3.04,1,44
U1022413,2025-08-21,8.12,2,197
U1022414,2025-08-19,5.08,0,170
U1022415,2025-07-06,6.1,1,224
U1022416,2025-07-20,10.94,3,292
U1022417,2025-07-03,6.91,2,160
U1022418,2025-09-28,9.39,1,115
U1022419,2025-08-26,9.92,1,156
U1022420,2025-05-13,6.58,0,87
U1022421,2025-08-02,5.86,1,159
U1022422,2025-10-10,5.79,1,77
U1022423,2025-07-16,10.61,0,178
U1022424,2025-09-07,8.63,0,109
U1022425,2025-05-27,4.21,2,161
U1022426,2025-05-22,5.81,3,203
U1022427,2025-08-25,10.57,0,237
U1022428,2025-07-07,2.48,1,280
U1022429,2025-10-23,8.45,1,232
U1022430,2025-09-15,10.22,2,193
U1022431,2025-08-11,7.0,4,293
U1022432,2025-06-02,8.46,1,185
U1022433,2025-08-28,10.91,2,158
U1022434,2025-06-29,4.83,1,29
U1022435,2025-05-22,6.79,3,218
U1022436,2025-10-06,11.83,2,36
U1022437,2025-07-28,6.47,4,187
U1022438,2025-07-27,5.93,1,99
U1022439,2025-09-02,7.49,0,182
U1022440,2025-07-10,10.34,2,124
U1022441,2025-06-19,11.96,0,101
U1022442,2025-10-20,7.64,0,99
U1022443,2025-07-11,5.09,1,134
U1022444,2025-07-20,7.9,1,123
U1022445,2025-06-08,5.24,4,168
U1022446,2025-06-27,7.81,2,194
U1022447,2025-05-30,3.18,1,235
U1022448,2025-08-04,9.82,0,30
U1022449,2025-07-31,7.08,2,297
U1022450,2025-05-16,14.48,0,184
U1022451,2025-05-16,7.57,1,285
U1022452,2025-10-15,6.7,1,22
U1022453,2025-08-24,8.5,2,80
U1022454,2025-05-22,8.32,1,259
U1022455,2025-10-13,12.58,1,291
U1022456,2025-08-31,8.13,1,197
U1022457,2025-05-22,2.78,2,48
U1022458,2025-09-10,11.29,2,111
U1022459,2025-09-07,1.42,1,282
U1022460,2025-08-20,5.43,1,223
U1022461,2025-09-12,7.86,1,67
U1022462,2025-05-16,3.4,1,175
U1022463,2025-07-30,9.59,0,151
U1022464,2025-08-09,6.86,1,150
U1022465,2025-05-07,6.23,2,208
U1022466,2025-05-12,5.96,2,179
U1022467,2025-08-18,6.59,1,259
U1022468,2025-10-22,10.88,0,183
U1022469,2025-05-14,2.76,2,141
U1022470,2025-09-14,11.54,1,282
U1022471,2025-09-06,5.38,4,84
U1022472,2025-09-06,5.18,0,148
U1022473,2025-07-14,8.91,1,22
U1022474,2025-07-01,10.55,0,277
U1022475,2025-09-28,2.28,1,125
U1022476,2025-07-13,6.73,2,280
U1022477,2025-09-12,5.69,3,161
U1022478,2025-10-04,9.19,1,172
U1022479,2025-05-11,3.27,0,138
U1022480,2025-09-15,8.42,3,234
U1022481,2025-09-15,8.02,1,244
U1022482,2025-08-04,3.24,0,211
U1022483,2025-05-08,3.79,1,172
U1022484,2025-09-14,9.03,4,256
U1022485,2025-08-29,5.28,2,126
U1022486,2025-10-19,9.98,4,90
U1022487,2025-10-10,9.0,0,129
U1022488,2025-07-16,6.01,3,270
U1022489,2025-05-26,6.22,1,162
U1022490,2025-06-26,6.98,1,134
U1022491,2025-06-05,7.96,1,171
U1022492,2025-07-13,14.18,1,278
U1022493,2025-05-18,4.34,3,161
U1022494,2025-08-18,3.31,0,67
U1022495,2025-05-05,9.91,0,122
U1022496,2025-05-26,7.88,3,214
U1022497,2025-07-05,6.31,1,95
U1022498,2025-08-30,8.7,0,86
U1022499,2025-10-11,8.18,1,262
U1022500,2025-05-13,7.41,0,74
U1022501,2025-08-07,1.68,2,209
U1022502,2025-05-02,9.78,2,86
U1022503,2025-10-13,6.36,0,168
U1022504,2025-05-17,5.97,2,141
U1022505,2025-07-02,9.7,4,198
U1022506,2025-08-13,12.72,1,16
U1022507,2025-08-28,6.81,1,253
U1022508,2025-07-26,10.69,1,244
U1022509,2025-06-20,8.35,0,285
U1022510,2025-07-25,14.4,1,188
U1022511,2025-09-10,2.88,1,260
U1022512,2025-10-21,9.81,1,264
U1022513,2025-06-29,9.41,1,52
U1022514,2025-09-16,6.02,0,194
U1022515,2025-09-17,3.71,2,71
U1022516,2025-07-25,9.84,1,194
U1022517,2025-07-29,8.11,0,37
U1022518,2025-05-08,9.27,0,218
U1022519,2025-07-01,8.56,5,263
U1022520,2025-10-18,6.62,1,152
U1022521,2025-06-09,6.01,1,207
U1022522,2025-05-03,7.05,1,26
U1022523,2025-09-21,2.9,0,114
U1022524,2025-06-10,5.03,1,233
U1022525,2025-10-24,6.92,1,198
U1022526,2025-09-08,9.35,3,118
U1022527,2025-09-12,7.3,0,206
U1022528,2025-06-14,4.29,2,235
U1022529,2025-05-14,10.43,2,88
U1022530,2025-07-28,10.11,3,257
U1022531,2025-07-24,9.45,2,73
U1022532,2025-10-09,5.26,1,163
U1022533,2025-05-18,8.62,3,40
U1022534,2025-08-05,8.48,0,157
U1022535,2025-09-15,6.59,0,17
U1022536,2025-06-06,5.49,1,229
U1022537,2025-06-02,7.11,1,142
U1022538,2025-08-03,4.7,0,50
U1022539,2025-10-24,7.99,0,198
U1022540,2025-05-30,6.56,0,133
U1022541,2025-09-05,11.26,1,141
U1022542,2025-07-29,8.93,2,123
U1022543,2025-09-06,6.85,2,50
U1022544,2025-07-03,9.78,2,67
U1022545,2025-09-04,10.36,1,266
U1022546,2025-08-06,9.55,1,246
U1022547,2025-10-07,7.22,0,23
U1022548,2025-08-30,4.87,0,47
U1022549,2025-07-15,9.77,1,122
U1022550,2025-08-15,1.71,2,15
U1022551,2025-06-29,5.94,3,245
U1022552,2025-06-18,1.47,4,295
U1022553,2025-07-29,3.51,0,173
U1022554,2025-09-15,7.92,1,140
U1022555,2025-06-14,7.36,4,212
U1022556,2025-05-01,10.63,0,88
U1022557,2025-10-13,11.47,0,49
U1022558,2025-09-16,3.58,2,170
U1022559,2025-06-02,7.37,0,93
U1022560,2025-10-07,7.08,3,217
U1022561,2025-08-25,8.55,2,247
U1022562,2025-10-07,5.61,1,87
U1022563,2025-10-02,5.76,0,28
U1022564,2025-07-19,12.05,0,207
U1022565,2025-08-07,7.78,1,282
U1022566,2025-05-16,7.32,2,217
U1022567,2025-10-03,4.47,1,201
U1022568,2025-05-06,9.54,1,32
U1022569,2025-05-07,10.89,1,55
U1022570,2025-06-23,7.9,0,294
U1022571,2025-09-04,9.73,2,32
U1022572,2025-06-02,6.36,1,240
U1022573,2025-09-21,12.92,1,187
U1022574,2025-10-03,7.59,0,254
U1022575,2025-08-26,5.11,1,218
U1022576,2025-10-16,8.8,0,294
U1022577,2025-08-27,5.0,2,14
U1022578,2025-08-10,8.29,2,202
U1022579,2025-09-18,5.42,1,274
U1022580,2025-05-28,6.93,4,139
U1022581,2025-10-10,9.41,1,282
U1022582,2025-10-05,5.9,0,208
U1022583,2025-05-24,7.54,2,153
U1022584,2025-09-02,4.87,0,255
U1022585,2025-05-02,7.56,3,254
U1022586,2025-05-30,9.95,3,201
U1022587,2025-08-19,6.87,1,24
U1022588,2025-06-15,6.95,0,63
U1022589,2025-09-17,4.75,1,92
U1022590,2025-06-14,12.12,1,144
U1022591,2025-08-09,3.72,1,191
U1022592,2025-09-06,8.78,1,143
U1022593,2025-08-20,7.45,1,262
U1022594,2025-05-31,9.48,0,172
U1022595,2025-08-23,8.54,1,133
U1022596,2025-08-07,7.01,0,230
U1022597,2025-06-12,9.97,4,130
U1022598,2025-10-19,10.98,0,27
U1022599,2025-05-24,13.6,2,30
U1022600,2025-09-06,4.74,0,128
U1022601,2025-06-13,8.43,2,59
U1022602,2025-09-05,6.99,1,220
U1022603,2025-06-26,9.65,2,41
U1022604,2025-07-06,12.44,1,18
U1022605,2025-08-14,7.72,0,55
U1022606,2025-10-16,6.42,1,150
U1022607,2025-05-02,11.04,1,29
U1022608,2025-10-24,9.63,2,102
U1022609,2025-08-22,9.65,2,103
U1022610,2025-05-26,13.47,0,220
U1022611,2025-06-22,13.56,0,273
U1022612,2025-05-07,6.26,3,16
U1022613,2025-05-25,6.87,1,188
U1022614,2025-05-01,6.95,0,161
U1022615,2025-07-07,11.54,0,244
U1022616,2025-10-22,1.81,0,138
U1022617,2025-06-05,9.61,1,211
U1022618,2025-09-19,5.3,0,268
U1022619,2025-10-03,8.26,2,279
U1022620,2025-06-14,8.41,3,147
U1022621,2025-05-10,3.5,0,181
U1022622,2025-06-25,8.15,1,246
U1022623,2025-10-27,3.85,2,157
U1022624,2025-06-20,10.89,0,51
U1022625,2025-10-02,3.86,0,217
U1022626,2025-09-23,7.85,0,68
U1022627,2025-06-13,9.25,3,108
U1022628,2025-10-26,11.24,2,66
U1022629,2025-09-24,5.7,1,153
U1022630,2025-09-12,9.37,1,241
U1022631,2025-05-25,3.45,0,76
U1022632,2025-05-29,6.62,0,50
U1022633,2025-08-03,6.7,1,129
U1022634,2025-09-29,5.65,1,261
U1022635,2025-07-13,10.54,1,140
U1022636,2025-08-23,7.72,1,26
U1022637,2025-06-08,6.21,0,131
U1022638,2025-08-18,11.59,0,34
U1022639,2025-05-19,6.67,1,134
U1022640,2025-08-07,6.16,0,275
U1022641,2025-09-05,7.21,1,143
U1022642,2025-06-04,11.81,4,11
U1022643,2025-09-28,10.92,4,184
U1022644,2025-05-27,5.46,2,178
U1022645,2025-05-21,4.39,2,172
U1022646,2025-07-24,14.31,1,146
U1022647,2025-06-27,5.72,1,237
U1022648,2025-10-16,10.68,1,128
U1022649,2025-07-15,8.18,2,287
U1022650,2025-06-13,11.36,2,262
U1022651,2025-08-20,8.11,4,282
U1022652,2025-06-03,10.76,4,268
U1022653,2025-10-10,6.58,1,13
U1022654,2025-08-09,8.89,2,282
U1022655,2025-10-08,2.62,2,99
U1022656,2025-08-21,7.34,1,70
U1022657,2025-08-24,9.12,1,254
U1022658,2025-06-23,10.32,1,243
U1022659,2025-07-05,6.18,4,293
U1022660,2025-09-01,9.94,1,289
U1022661,2025-05-26,10.76,1,55
U1022662,2025-09-23,4.35,2,159
U1022663,2025-09-21,13.25,1,102
U1022664,2025-07-14,5.78,4,57
U1022665,2025-10-27,3.06,0,201
U1022666,2025-10-02,10.96,0,26
U1022667,2025-06-24,6.64,0,105
U1022668,2025-09-12,7.02,1,292
U1022669,2025-07-10,6.73,0,46
U1022670,2025-08-15,12.31,2,278
U1022671,2025-07-27,5.52,0,54
U1022672,2025-08-03,8.47,2,35
U1022673,2025-07-29,1.91,2,153
U1022674,2025-07-10,4.67,1,132
U1022675,2025-05-23,8.07,1,134
U1022676,2025-05-05,18.09,2,205
U1022677,2025-10-19,5.69,1,112
U1022678,2025-08-28,10.92,2,98
U1022679,2025-10-11,4.43,0,54
U1022680,2025-10-08,8.8,1,270
U1022681,2025-07-11,9.51,1,270
U1022682,2025-09-18,9.57,0,142
U1022683,2025-05-23,6.91,0,298
U1022684,2025-09-24,3.65,4,13
U1022685,2025-08-07,12.31,0,114
U1022686,2025-06-26,3.05,2,57
U1022687,2025-07-16,12.51,2,264
U1022688,2025-08-15,4.78,1,40
U1022689,2025-06-18,7.81,2,99
U1022690,2025-06-26,12.99,2,208
U1022691,2025-08-27,5.58,1,126
U1022692,2025-10-08,2.01,1,32
U1022693,2025-09-10,0.77,1,114
U1022694,2025-06-25,11.77,0,152
U1022695,2025-08-17,8.44,3,238
U1022696,2025-06-08,9.58,0,28
U1022697,2025-06-22,8.44,1,157
U1022698,2025-10-19,11.45,0,148
U1022699,2025-07-24,5.55,0,188
U1022700,2025-07-04,8.36,2,228
U1022701,2025-09-18,1.49,2,130
U1022702,2025-05-22,12.75,1,89
U1022703,2025-06-10,5.29,0,48
U1022704,2025-06-21,13.67,1,155
U1022705,2025-10-22,10.41,1,260
U1022706,2025-07-14,9.41,3,101
U1022707,2025-09-13,4.99,0,10
U1022708,2025-07-26,5.44,1,158
U1022709,2025-07-21,13.73,1,191
U1022710,2025-10-15,10.8,2,120
U1022711,2025-06-23,8.64,2,48
U1022712,2025-09-26,8.21,2,178
U1022713,2025-05-06,12.09,0,218
U1022714,2025-07-25,9.88,4,290
U1022715,2025-07-06,11.03,1,145
U1022716,2025-08-26,4.3,1,105
U1022717,2025-06-20,-0.09,1,205
U1022718,2025-05-06,9.53,3,236
U1022719,2025-10-02,7.67,2,299
U1022720,2025-05-08,8.71,1,109
U1022721,2025-07-25,3.84,0,222
U1022722,2025-08-09,6.44,2,185
U1022723,2025-06-01,8.95,0,199
U1022724,2025-09-06,8.72,4,243
U1022725,2025-09-03,5.45,0,171
U1022726,2025-09-20,5.33,0,144
U1022727,2025-10-18,9.28,2,134
U1022728,2025-07-05,8.32,1,91
U1022729,2025-05-21,3.63,2,21
U1022730,2025-10-20,6.5,1,238
U1022731,2025-05-17,7.27,0,28
U1022732,2025-06-15,5.58,1,152
U1022733,2025-08-31,6.63,0,291
U1022734,2025-06-24,7.45,1,243
U1022735,2025-05-12,6.95,2,130
U1022736,2025-05-26,8.48,2,30
U1022737,2025-10-14,7.27,2,59
U1022738,2025-10-18,4.67,2,248
U1022739,2025-08-27,11.22,1,215
U1022740,2025-05-22,7.13,2,18
U1022741,2025-09-03,12.52,2,117
U1022742,2025-08-10,8.72,2,37
U1022743,2025-05-30,9.98,2,284
U1022744,2025-07-16,8.86,2,16
U1022745,2025-09-10,9.01,2,268
U1022746,2025-09-06,5.83,2,198
U1022747,2025-08-04,3.65,1,131
U1022748,2025-07-14,14.93,0,23
U1022749,2025-09-24,3.63,0,212
U1022750,2025-05-09,5.23,3,146
U1022751,2025-10-12,4.48,2,227
U1022752,2025-09-13,7.07,2,112
U1022753,2025-09-16,7.46,1,145
U1022754,2025-06-04,8.85,0,14
U1022755,2025-07-31,11.89,0,161
U1022756,2025-10-05,9.56,1,67
U1022757,2025-09-28,7.68,1,64
U1022758,2025-10-18,8.24,5,294
U1022759,2025-06-21,3.0,5,136
U1022760,2025-09-16,9.27,0,111
U1022761,2025-08-20,5.92,1,29
U1022762,2025-05-06,10.86,0,139
U1022763,2025-06-25,11.78,2,188
U1022764,2025-10-06,3.13,1,15
U1022765,2025-07-04,8.62,0,241
U1022766,2025-06-30,8.56,1,261
U1022767,2025-10-20,9.04,0,133
U1022768,2025-06-11,9.74,2,136
U1022769,2025-07-07,8.2,2,269
U1022770,2025-06-12,10.68,0,165
U1022771,2025-05-09,8.27,0,267
U1022772,2025-05-10,13.1,1,98
U1022773,2025-08-11,10.78,0,188
U1022774,2025-05-13,8.41,1,178
U1022775,2025-06-09,10.53,2,279
U1022776,2025-08-21,12.41,0,92
U1022777,2025-05-24,9.43,4,27
U1022778,2025-05-20,10.95,1,25
U1022779,2025-08-02,7.36,2,210
U1022780,2025-05-04,10.2,2,117
U1022781,2025-10-01,7.55,0,202
U1022782,2025-10-02,9.69,2,242
U1022783,2025-10-05,9.48,2,295
U1022784,2025-10-10,5.12,3,26
U1022785,2025-09-06,5.24,1,91
U1022786,2025-07-12,6.32,1,169
U1022787,2025-08-29,10.62,0,53
U1022788,2025-07-01,7.9,3,14
U1022789,2025-09-20,11.84,0,120
U1022790,2025-05-23,5.26,1,84
U1022791,2025-10-04,8.05,2,84
U1022792,2025-09-03,3.54,0,117
U1022793,2025-05-13,11.55,1,205
U1022794,2025-07-07,8.46,1,215
U1022795,2025-08-13,7.62,0,144
U1022796,2025-09-29,4.54,3,252
U1022797,2025-07-10,7.71,1,76
U1022798,2025-07-07,4.6,1,98
U1022799,2025-09-09,11.36,3,227
U1022800,2025-08-01,6.51,1,230
U1022801,2025-09-08,12.9,0,26
U1022802,2025-08-18,14.71,2,284
U1022803,2025-08-23,11.4,2,80
U1022804,2025-08-19,4.83,2,195
U1022805,2025-09-29,6.92,3,240
U1022806,2025-06-10,8.39,1,171
U1022807,2025-09-15,8.76,3,216
U1022808,2025-08-22,5.44,2,157
U1022809,2025-09-01,12.77,2,126
U1022810,2025-06-12,1.43,1,262
U1022811,2025-08-27,7.59,1,190
U1022812,2025-10-01,10.76,2,236
U1022813,2025-05-18,14.07,0,276
U1022814,2025-10-13,3.0,0,161
U1022815,2025-08-26,7.32,2,10
U1022816,2025-06-30,7.49,1,145
U1022817,2025-09-18,6.13,0,23
U1022818,2025-07-13,9.54,1,127
U1022819,2025-10-11,8.58,0,199
U1022820,2025-09-19,1.5,1,93
U1022821,2025-05-17,10.09,2,106
U1022822,2025-10-06,8.86,4,29
U1022823,2025-05-10,8.3,0,120
U1022824,2025-10-05,6.61,1,294
U1022825,2025-05-12,9.88,5,124
U1022826,2025-10-19,10.43,1,103
U1022827,2025-07-12,1.56,2,207
U1022828,2025-06-06,8.0,1,203
U1022829,2025-10-12,11.45,4,69
U1022830,2025-05-10,10.75,0,195
U1022831,2025-07-14,8.61,1,166
U1022832,2025-06-24,6.87,2,234
U1022833,2025-08-17,12.39,0,257
U1022834,2025-05-26,12.49,1,199
U1022835,2025-05-19,9.29,2,215
U1022836,2025-06-09,6.71,2,188
U1022837,2025-09-26,12.48,2,77
U1022838,2025-06-05,5.69,0,157
U1022839,2025-10-24,8.77,1,178
U1022840,2025-06-11,11.81,0,269
U1022841,2025-06-10,9.0,2,160
U1022842,2025-10-21,12.71,2,181
U1022843,2025-06-02,6.17,0,73
U1022844,2025-08-05,12.16,1,196
U1022845,2025-06-21,8.74,1,161
U1022846,2025-06-23,14.43,1,284
U1022847,2025-05-27,9.95,3,157
U1022848,2025-07-17,9.68,0,24
U1022849,2025-05-11,10.18,1,232
U1022850,2025-07-08,8.61,3,17
U1022851,2025-05-18,6.75,2,150
U1022852,2025-07-29,9.53,3,175
U1022853,2025-06-23,9.68,2,67
U1022854,2025-07-20,2.66,0,37
U1022855,2025-10-16,8.33,1,65
U1022856,2025-09-01,7.14,1,66
U1022857,2025-09-07,7.12,2,99
U1022858,2025-08-20,6.81,1,10
U1022859,2025-06-25,8.7,4,64
U1022860,2025-05-03,10.11,2,279
U1022861,2025-06-24,3.23,1,146
U1022862,2025-10-06,12.0,4,168
U1022863,2025-09-30,6.72,0,288
U1022864,2025-07-23,5.8,3,124
U1022865,2025-08-08,17.21,2,146
U1022866,2025-07-15,5.88,0,31
U1022867,2025-05-07,6.14,0,44
U1022868,2025-05-08,10.07,4,29
U1022869,2025-09-12,8.58,1,260
U1022870,2025-05-28,4.81,1,116
U1022871,2025-06-30,7.76,0,178
U1022872,2025-06-30,7.39,1,156
U1022873,2025-07-02,9.9,0,11
U1022874,2025-06-11,7.29,2,224
U1022875,2025-05-15,6.56,1,159
U1022876,2025-07-02,11.53,0,167
U1022877,2025-10-05,9.68,4,45
U1022878,2025-06-06,1.9,1,92
U1022879,2025-07-18,5.01,4,224
U1022880,2025-07-03,5.79,0,249
U1022881,2025-05-05,3.66,1,180
U1022882,2025-08-12,11.53,4,143
U1022883,2025-07-26,11.41,3,63
U1022884,2025-05-11,5.01,0,165
U1022885,2025-05-28,12.99,2,126
U1022886,2025-10-26,9.96,2,27
U1022887,2025-06-29,11.29,1,158
U1022888,2025-07-19,10.8,2,105
U1022889,2025-08-13,6.42,2,36
U1022890,2025-09-21,5.75,0,201
U1022891,2025-06-11,0.59,1,83
U1022892,2025-08-26,3.06,0,177
U1022893,2025-05-26,8.43,0,217
U1022894,2025-10-05,17.16,1,90
U1022895,2025-10-18,6.48,3,142
U1022896,2025-07-07,6.1,0,15
U1022897,2025-10-02,4.76,1,259
U1022898,2025-09-03,7.05,1,148
U1022899,2025-10-17,11.52,1,156
U1022900,2025-07-25,9.85,2,96
U1022901,2025-09-29,11.6,1,49
U1022902,2025-06-21,3.82,1,128
U1022903,2025-06-17,8.88,1,98
U1022904,2025-08-21,8.88,2,47
U1022905,2025-05-09,8.25,2,265
U1022906,2025-09-27,0.78,2,191
U1022907,2025-07-31,6.08,0,286
U1022908,2025-08-13,9.43,3,77
U1022909,2025-09-16,6.66,1,221
U1022910,2025-06-14,7.3,3,252
U1022911,2025-06-02,5.64,2,159
U1022912,2025-08-15,7.59,3,53
U1022913,2025-06-11,9.84,0,174
U1022914,2025-07-28,11.17,0,192
U1022915,2025-05-04,10.73,2,286
U1022916,2025-09-06,6.84,1,40
U1022917,2025-09-17,7.84,1,229
U1022918,2025-10-15,8.67,1,20
U1022919,2025-05-24,9.3,3,107
U1022920,2025-07-22,10.61,2,246
U1022921,2025-07-28,7.64,0,22
U1022922,2025-07-01,8.2,2,127
U1022923,2025-09-11,6.33,1,13
U1022924,2025-06-23,9.54,6,222
U1022925,2025-08-03,7.0,3,55
U1022926,2025-09-22,5.39,2,256
U1022927,2025-06-20,0.83,2,56
U1022928,2025-07-27,0.85,0,131
U1022929,2025-09-14,9.15,1,289
U1022930,2025-08-15,10.96,2,297
U1022931,2025-10-18,6.27,0,210
U1022932,2025-09-01,10.16,1,242
U1022933,2025-08-17,3.31,1,160
U1022934,2025-10-03,6.65,1,277
U1022935,2025-06-29,7.49,0,209
U1022936,2025-05-04,3.76,0,274
U1022937,2025-10-06,9.84,1,139
U1022938,2025-08-14,10.86,0,289
U1022939,2025-06-08,6.12,1,32
U1022940,2025-05-31,3.73,0,156
U1022941,2025-07-19,8.4,1,231
U1022942,2025-08-21,8.6,0,115
U1022943,2025-05-15,8.4,0,20
U1022944,2025-06-15,4.19,3,207
U1022945,2025-10-26,10.16,1,252
U1022946,2025-09-08,5.93,0,292
U1022947,2025-06-18,2.77,3,145
U1022948,2025-06-16,12.4,2,73
U1022949,2025-08-24,10.19,1,229
U1022950,2025-10-05,5.61,2,53
U1022951,2025-08-20,10.87,1,187
U1022952,2025-05-09,12.74,0,126
U1022953,2025-09-16,9.47,0,139
U1022954,2025-06-18,7.56,1,292
U1022955,2025-08-05,4.89,2,190
U1022956,2025-10-08,9.68,3,241
U1022957,2025-05-01,11.53,3,165
U1022958,2025-09-21,6.82,0,203
U1022959,2025-10-01,5.72,1,47
U1022960,2025-07-02,8.76,3,272
U1022961,2025-07-04,6.87,1,265
U1022962,2025-05-15,9.92,2,165
U1022963,2025-07-12,7.99,2,209
U1022964,2025-05-05,10.82,0,137
U1022965,2025-08-22,11.46,2,14
U1022966,2025-06-12,11.24,1,15
U1022967,2025-10-14,6.39,3,81
U1022968,2025-10-06,9.87,0,96
U1022969,2025-09-20,9.96,2,265
U1022970,2025-10-11,7.46,0,79
U1022971,2025-06-12,12.02,0,28
U1022972,2025-05-22,11.86,1,42
U1022973,2025-06-17,5.82,0,185
U1022974,2025-07-12,6.59,1,158
U1022975,2025-10-12,14.4,1,253
U1022976,2025-10-24,11.22,0,227
U1022977,2025-09-15,10.24,0,22
U1022978,2025-09-01,5.05,5,67
U1022979,2025-07-13,13.51,3,152
U1022980,2025-09-18,14.5,2,106
U1022981,2025-07-09,12.16,0,115
U1022982,2025-10-10,8.39,1,139
U1022983,2025-10-10,6.62,1,151
U1022984,2025-05-16,6.92,1,167
U1022985,2025-05-27,9.24,3,23
U1022986,2025-08-27,9.87,2,200
U1022987,2025-09-26,9.74,2,115
U1022988,2025-08-09,6.86,0,223
U1022989,2025-10-12,14.45,1,248
U1022990,2025-06-05,6.23,0,286
U1022991,2025-08-11,8.31,0,64
U1022992,2025-07-22,2.93,1,159
U1022993,2025-05-14,9.05,1,233
U1022994,2025-05-27,8.08,3,247
U1022995,2025-07-22,7.8,1,179
U1022996,2025-05-10,4.75,1,153
U1022997,2025-10-24,9.46,0,194
U1022998,2025-10-19,6.19,0,238
U1022999,2025-08-09,8.26,0,124
U1023000,2025-05-07,6.29,1,199
U1023001,2025-08-20,7.91,1,107
U1023002,2025-06-06,3.65,3,113
U1023003,2025-05-25,10.71,1,134
U1023004,2025-10-06,8.45,3,221
U1023005,2025-05-30,3.67,0,79
U1023006,2025-09-25,2.46,1,253
U1023007,2025-08-22,7.13,2,82
U1023008,2025-08-27,9.26,2,54
U1023009,2025-06-09,6.46,1,197
U1023010,2025-06-06,9.3,3,207
U1023011,2025-07-04,8.23,0,214
U1023012,2025-07-05,8.85,0,51
U1023013,2025-05-30,9.94,1,97
U1023014,2025-06-09,6.97,1,205
U1023015,2025-07-07,8.13,4,30
U1023016,2025-05-14,3.57,1,274
