user_id,campaign_type,engaged,conversion
U1038064,Discount,No,No
U1090855,Cashback,Yes,No
U1099635,Cashback,No,No
U1053730,Personalized Offer,No,Yes
U1010297,Personalized Offer,Yes,No
U1039590,Discount,Yes,No
U1017941,Cashback,Yes,Yes
U1012838,Personalized Offer,No,Yes
U1061550,Cashback,No,Yes
U1022418,Discount,No,No
U1009611,Discount,Yes,No
U1026002,Discount,No,No
U1001123,Cashback,Yes,No
U1045309,Personalized Offer,No,No
U1080238,Personalized Offer,No,No
U1028406,Discount,Yes,No
U1025707,Cashback,Yes,Yes
U1014343,Discount,No,No
U1012598,Discount,No,Yes
U1071278,Personalized Offer,Yes,No
U1040654,Referral,Yes,Yes
U1061719,Cashback,No,No
U1097563,Personalized Offer,Yes,No
U1066238,Referral,No,No
U1030782,Cashback,No,Yes
U1007920,Personalized Offer,Yes,Yes
U1028944,Discount,Yes,No
U1016272,Personalized Offer,Yes,Yes
U1073531,Referral,Yes,Yes
U1057378,Cashback,Yes,No
U1070486,Cashback,No,Yes
U1046349,Cashback,Yes,No
U1030349,Personalized Offer,Yes,No
U1020070,Referral,Yes,Yes
U1072551,Cashback,Yes,Yes
U1037885,Cashback,Yes,Yes
U1010860,Personalized Offer,No,Yes
U1048451,Personalized Offer,Yes,No
U1059282,Personalized Offer,No,No
U1094626,Cashback,Yes,No
U1033164,Referral,No,No
U1006268,Cashback,No,No
U1003027,Referral,Yes,No
U1082155,Referral,No,Yes
U1006096,Personalized Offer,Yes,No
U1098299,Discount,No,Yes
U1089155,Referral,Yes,No
U1062013,Cashback,No,No
U1055886,Cashback,No,Yes
U1011710,Referral,Yes,No
U1073458,Personalized Offer,Yes,No
U1096356,Cashback,Yes,Yes
U1038702,Personalized Offer,No,No
U1094107,Discount,Yes,Yes
U1002255,Discount,Yes,No
U1047250,Personalized Offer,No,Yes
U1094363,Discount,No,No
U1072383,Discount,No,No
U1013951,Cashback,No,No
U1066528,Personalized Offer,No,No
U1054218,Referral,Yes,Yes
U1097453,Referral,Yes,Yes
U1050254,Referral,Yes,No
U1060196,Discount,No,No
U1082576,Cashback,Yes,No
U1065671,Cashback,No,No
U1006245,Discount,Yes,Yes
U1061849,Discount,No,Yes
U1006664,Discount,Yes,No
U1098738,Discount,Yes,No
U1003152,Referral,Yes,No
U1061490,Cashback,No,Yes
U1074332,Referral,Yes,Yes
U1051724,Referral,Yes,Yes
U1022429,Personalized Offer,No,Yes
U1015737,Discount,Yes,Yes
U1000131,Referral,No,Yes
U1014318,Cashback,Yes,Yes
U1089914,Cashback,No,No
U1025362,Discount,Yes,No
U1005523,Referral,Yes,No
U1085167,Referral,Yes,No
U1081421,Cashback,Yes,No
U1081640,Personalized Offer,Yes,Yes
U1043255,Personalized Offer,Yes,No
U1079825,Cashback,Yes,Yes
U1070313,Referral,No,No
U1020590,Referral,No,No
U1004592,Discount,No,No
U1096772,Personalized Offer,No,Yes
U1006839,Discount,Yes,No
U1035632,Personalized Offer,Yes,No
U1002994,Personalized Offer,No,No
U1003491,Cashback,No,Yes
U1079592,Cashback,Yes,No
U1054887,Personalized Offer,Yes,No
U1053654,Cashback,No,Yes
U1067498,Referral,No,No
U1026915,Cashback,Yes,No
U1081625,Personalized Offer,Yes,Yes
U1075334,Referral,No,No
U1065499,Discount,No,No
U1013387,Referral,Yes,Yes
U1074114,Personalized Offer,No,No
U1014080,Referral,Yes,No
U1061134,Cashback,No,Yes
U1068392,Referral,Yes,Yes
U1087094,Cashback,Yes,Yes
U1093416,Personalized Offer,No,No
U1057650,Discount,Yes,No
U1026190,Personalized Offer,No,No
U1052191,Personalized Offer,No,No
U1019630,Referral,Yes,Yes
U1042325,Personalized Offer,Yes,Yes
U1041481,Personalized Offer,Yes,No
U1088053,Referral,Yes,Yes
U1048920,Personalized Offer,No,Yes
U1046623,Discount,No,No
U1022105,Personalized Offer,No,No
U1050084,Cashback,Yes,Yes
U1022600,Cashback,No,Yes
U1096108,Referral,Yes,No
U1038041,Cashback,No,No
U1048532,Personalized Offer,Yes,Yes
U1057474,Discount,Yes,Yes
U1080655,Personalized Offer,No,Yes
U1046642,Personalized Offer,No,No
U1009059,Discount,Yes,Yes
U1037548,Cashback,Yes,No
U1066021,Cashback,Yes,No
U1011505,Referral,No,Yes
U1059756,Referral,No,No
U1061160,Cashback,Yes,No
U1019507,Referral,No,Yes
U1039467,Referral,Yes,No
U1096069,Discount,No,No
U1060864,Referral,Yes,Yes
U1030806,Personalized Offer,Yes,Yes
U1058839,Discount,No,No
U1045203,Cashback,No,Yes
U1096023,Cashback,Yes,Yes
U1004657,Referral,No,No
U1021378,Personalized Offer,Yes,Yes
U1097137,Referral,No,Yes
U1098766,Referral,Yes,No
U1015988,Personalized Offer,No,No
U1054598,Referral,Yes,No
U1085298,Cashback,Yes,No
U1061623,Referral,Yes,Yes
U1091504,Referral,No,No
U1045217,Cashback,Yes,No
U1003695,Referral,No,No
U1011820,Personalized Offer,No,No
U1002611,Referral,Yes,No
U1056620,Referral,No,No
U1049721,Discount,Yes,Yes
U1060439,Referral,Yes,Yes
U1036731,Discount,Yes,No
U1038895,Cashback,Yes,Yes
U1019520,Cashback,No,No
U1053601,Referral,Yes,Yes
U1020087,Cashback,Yes,No
U1070371,Referral,Yes,No
U1020393,Personalized Offer,Yes,No
U1019721,Discount,No,No
U1019678,Personalized Offer,No,No
U1017617,Referral,No,No
U1011248,Referral,No,Yes
U1030867,Personalized Offer,No,No
U1003837,Referral,Yes,Yes
U1083902,Referral,Yes,No
U1055718,Referral,Yes,No
U1029058,Personalized Offer,Yes,No
U1097465,Cashback,No,Yes
U1049487,Referral,Yes,No
U1014185,Personalized Offer,No,Yes
U1014805,Cashback,No,Yes
U1029840,Cashback,No,No
U1031427,Discount,No,Yes
U1021724,Personalized Offer,Yes,Yes
U1059083,Discount,Yes,No
U1054416,Cashback,Yes,Yes
U1064127,Cashback,Yes,No
U1018018,Personalized Offer,Yes,No
U1038256,Discount,Yes,No
U1042539,Personalized Offer,Yes,No
U1081094,Personalized Offer,Yes,No
U1063614,Personalized Offer,Yes,Yes
U1046855,Personalized Offer,Yes,No
U1039176,Discount,Yes,No
U1095052,Cashback,Yes,Yes
U1099087,Cashback,Yes,No
U1040377,Referral,No,No
U1055033,Cashback,Yes,No
U1062531,Discount,No,No
U1048114,Referral,No,No
U1090496,Personalized Offer,Yes,No
U1027447,Cashback,Yes,Yes
U1068672,Personalized Offer,No,No
U1054894,Personalized Offer,Yes,No
U1067706,Discount,No,Yes
U1073061,Discount,No,No
U1026016,Cashback,Yes,No
U1074582,Discount,Yes,No
U1061261,Personalized Offer,No,No
U1022292,Cashback,No,No
U1040740,Cashback,Yes,Yes
U1015682,Discount,No,Yes
U1042152,Personalized Offer,Yes,Yes
U1018859,Discount,No,No
U1049519,Cashback,No,No
U1079494,Cashback,No,No
U1086147,Personalized Offer,No,Yes
U1020064,Referral,Yes,Yes
U1080512,Personalized Offer,Yes,Yes
U1069417,Cashback,Yes,No
U1093612,Discount,No,Yes
U1098083,Cashback,Yes,Yes
U1047526,Discount,Yes,Yes
U1087055,Personalized Offer,No,Yes
U1009603,Discount,No,Yes
U1076328,Referral,No,No
U1032834,Personalized Offer,Yes,Yes
U1032487,Cashback,No,No
U1061131,Referral,No,No
U1091490,Discount,No,Yes
U1085048,Discount,No,No
U1074349,Cashback,Yes,Yes
U1084580,Discount,Yes,No
U1017421,Personalized Offer,No,Yes
U1095196,Cashback,Yes,Yes
U1019040,Referral,Yes,Yes
U1025675,Referral,No,No
U1076477,Referral,No,No
U1049074,Referral,Yes,No
U1051410,Personalized Offer,Yes,No
U1037659,Personalized Offer,Yes,Yes
U1037776,Cashback,Yes,Yes
U1045824,Cashback,Yes,Yes
U1005382,Referral,Yes,Yes
U1094796,Cashback,Yes,No
U1018524,Referral,No,No
U1043594,Cashback,Yes,Yes
U1083508,Discount,Yes,Yes
U1049192,Referral,Yes,No
U1028796,Cashback,Yes,Yes
U1037630,Personalized Offer,Yes,No
U1006981,Personalized Offer,Yes,Yes
U1075066,Cashback,No,Yes
U1091168,Personalized Offer,No,No
U1016512,Personalized Offer,Yes,Yes
U1072374,Discount,No,No
U1099377,Referral,No,Yes
U1035286,Discount,Yes,Yes
U1059080,Cashback,No,No
U1034767,Cashback,Yes,No
U1061814,Referral,Yes,Yes
U1013532,Referral,Yes,No
U1015969,Discount,No,Yes
U1062057,Referral,Yes,Yes
U1000620,Cashback,Yes,No
U1032035,Referral,Yes,Yes
U1010166,Cashback,No,No
U1076234,Referral,Yes,Yes
U1096298,Personalized Offer,No,Yes
U1083145,Personalized Offer,Yes,Yes
U1065611,Discount,No,No
U1029586,Discount,No,No
U1057862,Personalized Offer,Yes,No
U1040950,Referral,No,Yes
U1076421,Referral,Yes,Yes
U1097776,Cashback,No,Yes
U1042553,Referral,Yes,No
U1038548,Discount,Yes,No
U1079061,Personalized Offer,No,Yes
U1084707,Discount,Yes,No
U1030993,Referral,Yes,No
U1029769,Referral,No,No
U1006626,Discount,Yes,No
U1081270,Referral,Yes,Yes
U1059211,Discount,Yes,No
U1094910,Personalized Offer,Yes,No
U1033802,Personalized Offer,Yes,No
U1062014,Personalized Offer,No,Yes
U1044177,Cashback,Yes,No
U1013416,Cashback,No,Yes
U1019593,Personalized Offer,Yes,No
U1001761,Cashback,No,No
U1068956,Discount,Yes,No
U1083515,Cashback,No,No
U1014969,Cashback,Yes,Yes
U1054477,Referral,Yes,No
U1055911,Discount,No,Yes
U1069767,Cashback,Yes,No
U1091096,Cashback,Yes,No
U1073486,Cashback,Yes,Yes
U1028059,Discount,Yes,Yes
U1076860,Cashback,Yes,Yes
U1036215,Cashback,No,No
U1041328,Cashback,No,Yes
U1053266,Cashback,Yes,No
U1021007,Discount,Yes,No
U1036990,Discount,No,No
U1067983,Discount,No,No
U1067222,Personalized Offer,Yes,No
U1080814,Discount,No,Yes
U1084864,Personalized Offer,Yes,Yes
U1092736,Personalized Offer,No,No
U1089340,Discount,Yes,No
U1013614,Discount,Yes,No
U1029470,Discount,No,No
U1013157,Cashback,No,Yes
U1002837,Personalized Offer,No,Yes
U1022203,Personalized Offer,Yes,Yes
U1042230,Referral,No,Yes
U1099942,Referral,Yes,No
U1060918,Personalized Offer,No,No
U1037282,Discount,Yes,No
U1013825,Referral,Yes,Yes
U1006777,Referral,No,No
U1008553,Cashback,Yes,No
U1034557,Referral,Yes,Yes
U1045480,Discount,No,Yes
U1073511,Personalized Offer,No,Yes
U1094210,Discount,No,No
U1001741,Cashback,No,Yes
U1069777,Cashback,No,Yes
U1039871,Cashback,No,Yes
U1090880,Personalized Offer,No,No
U1005854,Discount,Yes,No
U1076391,Personalized Offer,Yes,No
U1068872,Discount,Yes,No
U1041274,Personalized Offer,No,No
U1003607,Personalized Offer,Yes,No
U1052648,Personalized Offer,Yes,Yes
U1083267,Cashback,Yes,No
U1001554,Personalized Offer,Yes,Yes
U1004406,Cashback,No,No
U1044618,Personalized Offer,Yes,Yes
U1049980,Cashback,Yes,Yes
U1013616,Cashback,No,No
U1006312,Discount,No,No
U1092177,Discount,Yes,No
U1083405,Referral,No,No
U1028505,Discount,Yes,Yes
U1014594,Personalized Offer,Yes,No
U1028419,Discount,No,No
U1088217,Referral,No,Yes
U1082039,Cashback,Yes,No
U1005002,Personalized Offer,Yes,No
U1011411,Referral,Yes,No
U1009457,Referral,No,No
U1015769,Cashback,No,Yes
U1003596,Referral,Yes,Yes
U1061562,Cashback,No,Yes
U1051205,Personalized Offer,Yes,No
U1019391,Referral,No,Yes
U1073138,Cashback,Yes,No
U1093372,Referral,No,Yes
U1030641,Referral,Yes,No
U1028789,Referral,Yes,No
U1017575,Personalized Offer,Yes,Yes
U1052081,Referral,Yes,Yes
U1064718,Referral,No,No
U1095143,Referral,No,Yes
U1075437,Personalized Offer,No,No
U1025138,Personalized Offer,Yes,Yes
U1018283,Personalized Offer,Yes,No
U1086536,Cashback,No,Yes
U1014541,Discount,No,Yes
U1012000,Cashback,Yes,No
U1053634,Referral,Yes,No
U1090358,Cashback,No,Yes
U1006098,Personalized Offer,Yes,No
U1087321,Personalized Offer,Yes,Yes
U1025661,Personalized Offer,Yes,No
U1099279,Referral,No,Yes
U1099577,Discount,Yes,No
U1057103,Discount,Yes,No
U1008878,Cashback,No,Yes
U1022821,Cashback,Yes,Yes
U1000331,Discount,No,No
U1061949,Discount,Yes,No
U1086718,Discount,No,No
U1072640,Referral,Yes,No
U1079408,Cashback,No,No
U1066757,Discount,No,No
U1007197,Discount,Yes,Yes
U1065751,Discount,Yes,Yes
U1098325,Referral,Yes,Yes
U1032484,Personalized Offer,No,No
U1091514,Referral,Yes,Yes
U1092280,Referral,Yes,No
U1019948,Discount,No,Yes
U1084617,Cashback,Yes,No
U1037896,Discount,Yes,Yes
U1044192,Discount,Yes,Yes
U1005466,Discount,No,Yes
U1043653,Discount,Yes,No
U1092158,Discount,No,Yes
U1016208,Personalized Offer,Yes,Yes
U1086447,Referral,Yes,No
U1052080,Cashback,Yes,Yes
U1056975,Discount,Yes,Yes
U1026408,Referral,No,No
U1051071,Personalized Offer,Yes,Yes
U1059564,Personalized Offer,No,No
U1065656,Cashback,No,Yes
U1023897,Cashback,No,No
U1013141,Cashback,Yes,Yes
U1012088,Referral,No,Yes
U1062790,Referral,Yes,Yes
U1023484,Referral,Yes,No
U1053065,Cashback,Yes,No
U1001334,Personalized Offer,No,No
U1000157,Referral,Yes,No
U1075258,Cashback,No,Yes
U1058043,Personalized Offer,No,No
U1018297,Referral,Yes,Yes
U1012629,Referral,No,Yes
U1059193,Referral,Yes,Yes
U1019472,Personalized Offer,Yes,No
U1091114,Personalized Offer,Yes,No
U1077479,Cashback,No,No
U1037679,Referral,Yes,No
U1036925,Personalized Offer,Yes,No
U1014004,Referral,Yes,Yes
U1073252,Referral,No,Yes
U1065029,Discount,Yes,No
U1009938,Discount,Yes,No
U1043289,Personalized Offer,Yes,Yes
U1000408,Discount,No,No
U1029056,Referral,No,Yes
U1048914,Referral,Yes,Yes
U1093668,Discount,Yes,No
U1007725,Referral,No,No
U1051561,Cashback,Yes,No
U1001985,Cashback,No,No
U1094758,Referral,No,Yes
U1061810,Discount,No,No
U1031630,Referral,No,No
U1089283,Discount,No,Yes
U1000738,Referral,Yes,No
U1068830,Referral,Yes,No
U1029121,Discount,No,Yes
U1021451,Personalized Offer,Yes,Yes
U1064462,Personalized Offer,No,No
U1066363,Cashback,Yes,Yes
U1042003,Cashback,Yes,No
U1088431,Personalized Offer,Yes,Yes
U1046598,Personalized Offer,No,Yes
U1004803,Referral,No,No
U1039019,Discount,Yes,Yes
U1067605,Discount,Yes,Yes
U1022086,Cashback,Yes,No
U1095227,Personalized Offer,Yes,No
U1010250,Personalized Offer,No,No
U1075882,Discount,Yes,Yes
U1040255,Discount,Yes,No
U1093382,Personalized Offer,Yes,No
U1029263,Personalized Offer,Yes,No
U1052270,Referral,Yes,Yes
U1092618,Personalized Offer,Yes,Yes
U1055183,Personalized Offer,No,No
U1024186,Discount,No,Yes
U1047267,Discount,No,No
U1056738,Discount,Yes,Yes
U1060764,Discount,No,Yes
U1077275,Discount,Yes,Yes
U1019578,Discount,Yes,No
U1037393,Cashback,Yes,No
U1038245,Cashback,No,No
U1050683,Referral,No,No
U1022101,Personalized Offer,Yes,No
U1032778,Discount,No,Yes
U1098884,Cashback,Yes,No
U1057598,Discount,Yes,No
U1041767,Personalized Offer,Yes,Yes
U1004962,Personalized Offer,Yes,No
U1005606,Referral,Yes,No
U1031939,Cashback,Yes,Yes
U1031995,Referral,Yes,No
U1092230,Discount,Yes,No
U1050445,Cashback,Yes,No
U1044357,Cashback,No,Yes
U1033993,Personalized Offer,No,No
U1011614,Discount,Yes,Yes
U1086675,Discount,Yes,Yes
U1055420,Personalized Offer,No,Yes
U1091396,Personalized Offer,No,No
U1063350,Personalized Offer,No,Yes
U1055868,Discount,Yes,Yes
U1012793,Discount,No,No
U1021432,Discount,Yes,No
U1086689,Referral,Yes,No
U1030603,Discount,No,No
U1012160,Discount,No,Yes
U1058146,Referral,Yes,No
U1005490,Cashback,Yes,No
U1010931,Cashback,Yes,No
U1083090,Discount,Yes,Yes
U1010671,Discount,Yes,No
U1068071,Referral,Yes,Yes
U1052465,Personalized Offer,No,No
U1021993,Cashback,No,No
U1048848,Referral,Yes,Yes
U1098021,Referral,No,No
U1078647,Referral,Yes,No
U1071906,Referral,No,No
U1012530,Discount,Yes,No
U1029032,Cashback,Yes,No
U1047284,Referral,Yes,No
U1000016,Discount,Yes,No
U1005252,Personalized Offer,Yes,Yes
U1006916,Discount,Yes,No
U1000821,Discount,Yes,No
U1084131,Personalized Offer,Yes,Yes
U1014352,Personalized Offer,Yes,Yes
U1034104,Cashback,No,Yes
U1082552,Referral,Yes,Yes
U1031648,Personalized Offer,Yes,Yes
U1000881,Referral,Yes,No
U1051141,Discount,No,Yes
U1005540,Personalized Offer,Yes,No
U1074140,Referral,Yes,Yes
U1008162,Personalized Offer,No,No
U1015317,Referral,No,Yes
U1035962,Discount,No,Yes
U1064370,Cashback,No,No
U1034037,Cashback,No,No
U1017431,Cashback,Yes,Yes
U1018875,Discount,No,No
U1013864,Referral,Yes,No
U1000388,Cashback,Yes,No
U1051613,Discount,No,Yes
U1019083,Personalized Offer,Yes,Yes
U1057101,Referral,Yes,No
U1020308,Referral,Yes,No
U1088748,Discount,Yes,Yes
U1063910,Referral,No,Yes
U1013865,Referral,Yes,No
U1085624,Referral,Yes,No
U1060870,Referral,No,No
U1030432,Cashback,Yes,No
U1029363,Cashback,Yes,Yes
U1079845,Referral,No,No
U1061916,Cashback,No,Yes
U1023911,Cashback,Yes,Yes
U1085352,Cashback,Yes,No
U1079819,Discount,No,No
U1095193,Personalized Offer,No,No
U1092046,Referral,Yes,No
U1046441,Personalized Offer,Yes,Yes
U1084880,Discount,Yes,No
U1053536,Referral,No,Yes
U1004439,Cashback,Yes,No
U1008588,Cashback,No,Yes
U1094461,Cashback,Yes,No
U1092841,Cashback,Yes,No
U1064956,Cashback,No,Yes
U1066935,Referral,No,Yes
U1015781,Discount,Yes,No
U1010483,Cashback,Yes,Yes
U1082369,Cashback,No,No
U1007704,Personalized Offer,Yes,Yes
U1078378,Personalized Offer,Yes,Yes
U1094565,Referral,No,No
U1060614,Personalized Offer,No,Yes
U1025180,Referral,No,Yes
U1099530,Cashback,No,No
U1006102,Discount,No,No
U1052552,Referral,Yes,No
U1045736,Discount,Yes,Yes
U1092154,Discount,Yes,No
U1066454,Personalized Offer,Yes,Yes
U1020929,Personalized Offer,No,Yes
U1040555,Discount,Yes,No
U1086238,Referral,Yes,Yes
U1055402,Cashback,Yes,No
U1046280,Cashback,Yes,Yes
U1034776,Discount,Yes,Yes
U1022593,Personalized Offer,Yes,Yes
U1088348,Discount,No,No
U1011775,Personalized Offer,Yes,No
U1090218,Personalized Offer,Yes,No
U1042254,Referral,Yes,No
U1064687,Referral,No,Yes
U1037407,Discount,Yes,No
U1063406,Cashback,No,Yes
U1023394,Personalized Offer,No,No
U1029691,Cashback,Yes,Yes
U1082117,Personalized Offer,Yes,Yes
U1068531,Discount,No,Yes
U1009271,Cashback,No,No
U1016377,Discount,No,Yes
U1087618,Referral,Yes,Yes
U1072259,Cashback,Yes,Yes
U1077697,Discount,Yes,No
U1042208,Discount,Yes,Yes
U1075850,Referral,Yes,Yes
U1013017,Cashback,No,No
U1033078,Personalized Offer,No,No
U1003546,Discount,Yes,Yes
U1049180,Referral,Yes,No
U1044518,Discount,No,Yes
U1048169,Referral,No,No
U1013741,Referral,No,No
U1015954,Cashback,No,Yes
U1018845,Personalized Offer,Yes,No
U1061274,Referral,Yes,No
U1021318,Referral,Yes,Yes
U1090585,Personalized Offer,Yes,Yes
U1037055,Referral,Yes,No
U1022207,Personalized Offer,No,Yes
U1080646,Discount,Yes,No
U1030055,Personalized Offer,Yes,No
U1072622,Referral,Yes,No
U1087295,Discount,Yes,Yes
U1003466,Personalized Offer,Yes,No
U1030922,Referral,Yes,No
U1028635,Discount,No,Yes
U1004601,Referral,Yes,No
U1022727,Personalized Offer,Yes,No
U1014718,Discount,No,No
U1067715,Referral,No,No
U1056679,Personalized Offer,No,Yes
U1070265,Discount,Yes,No
U1028074,Referral,Yes,No
U1065116,Personalized Offer,No,No
U1014284,Referral,No,Yes
U1087534,Referral,Yes,Yes
U1040320,Referral,No,Yes
U1020474,Cashback,Yes,No
U1020234,Discount,No,No
U1095349,Discount,Yes,No
U1020606,Personalized Offer,Yes,No
U1016571,Referral,Yes,No
U1017736,Referral,Yes,Yes
U1004739,Discount,No,No
U1067406,Discount,No,No
U1043788,Discount,Yes,No
U1060265,Personalized Offer,Yes,Yes
U1073339,Referral,No,Yes
U1001260,Discount,Yes,No
U1035682,Referral,No,Yes
U1049853,Discount,Yes,Yes
U1097222,Personalized Offer,Yes,Yes
U1010025,Cashback,Yes,No
U1080377,Referral,Yes,No
U1054385,Discount,Yes,No
U1013353,Discount,Yes,No
U1053546,Discount,Yes,No
U1093237,Discount,Yes,No
U1091858,Discount,No,Yes
U1000516,Referral,No,No
U1007512,Personalized Offer,No,Yes
U1031951,Personalized Offer,Yes,No
U1030615,Cashback,Yes,No
U1047425,Referral,Yes,No
U1093728,Personalized Offer,Yes,No
U1021427,Referral,Yes,No
U1004520,Cashback,Yes,No
U1071328,Discount,No,Yes
U1049549,Discount,Yes,No
U1065588,Personalized Offer,No,No
U1018153,Personalized Offer,Yes,No
U1011243,Discount,No,Yes
U1006387,Personalized Offer,No,Yes
U1017969,Personalized Offer,Yes,Yes
U1014153,Discount,No,No
U1008107,Cashback,No,No
U1028121,Referral,No,No
U1001405,Discount,No,No
U1000838,Discount,No,No
U1026192,Discount,Yes,No
U1014590,Personalized Offer,Yes,No
U1042666,Cashback,Yes,Yes
U1071279,Discount,Yes,No
U1005252,Referral,Yes,Yes
U1004180,Personalized Offer,Yes,No
U1060979,Referral,No,No
U1048746,Personalized Offer,No,Yes
U1053786,Personalized Offer,No,No
U1065213,Referral,Yes,No
U1017697,Discount,Yes,Yes
U1013715,Cashback,Yes,No
U1063096,Cashback,No,No
U1071042,Personalized Offer,No,No
U1026856,Discount,Yes,No
U1074413,Personalized Offer,Yes,No
U1062525,Referral,No,Yes
U1078064,Referral,Yes,Yes
U1095617,Referral,No,Yes
U1045970,Referral,Yes,Yes
U1026788,Discount,Yes,No
U1081895,Cashback,Yes,Yes
U1086220,Referral,Yes,No
U1041917,Cashback,Yes,Yes
U1072717,Discount,Yes,No
U1046231,Personalized Offer,No,No
U1009793,Personalized Offer,Yes,Yes
U1094810,Cashback,No,Yes
U1028500,Referral,Yes,Yes
U1096657,Referral,Yes,Yes
U1013438,Cashback,Yes,No
U1094029,Discount,No,No
U1061928,Referral,No,No
U1080718,Cashback,Yes,No
U1088201,Personalized Offer,Yes,No
U1059410,Cashback,Yes,No
U1090875,Referral,Yes,Yes
U1094282,Cashback,Yes,Yes
U1089877,Cashback,Yes,No
U1081092,Cashback,No,Yes
U1016343,Referral,No,No
U1062084,Discount,No,Yes
U1028374,Discount,Yes,Yes
U1086409,Discount,Yes,No
U1021344,Cashback,No,Yes
U1067129,Discount,Yes,No
U1037957,Cashback,No,No
U1005411,Referral,Yes,Yes
U1083431,Referral,No,Yes
U1023361,Cashback,Yes,Yes
U1069827,Discount,No,No
U1076978,Referral,Yes,Yes
U1035780,Discount,No,No
U1045600,Personalized Offer,No,No
U1012350,Referral,Yes,Yes
U1065562,Personalized Offer,No,Yes
U1061638,Referral,No,Yes
U1075854,Discount,No,Yes
U1089119,Personalized Offer,No,No
U1068767,Cashback,No,Yes
U1015063,Cashback,Yes,Yes
U1078270,Referral,Yes,No
U1097152,Referral,Yes,No
U1016505,Cashback,No,Yes
U1005431,Referral,No,No
U1071542,Cashback,Yes,Yes
U1000437,Cashback,Yes,No
U1094413,Personalized Offer,No,No
U1094221,Cashback,Yes,Yes
U1016941,Discount,Yes,No
U1082302,Personalized Offer,Yes,Yes
U1012334,Cashback,Yes,Yes
U1063876,Referral,Yes,No
U1041436,Discount,Yes,Yes
U1090667,Referral,Yes,No
U1040112,Referral,No,No
U1038465,Referral,Yes,Yes
U1018811,Referral,No,No
U1088872,Discount,Yes,No
U1016955,Cashback,Yes,No
U1013788,Referral,Yes,Yes
U1080231,Personalized Offer,Yes,Yes
U1038411,Referral,No,No
U1019203,Cashback,Yes,Yes
U1067781,Cashback,Yes,No
U1044773,Personalized Offer,Yes,Yes
U1090873,Cashback,Yes,No
U1023343,Discount,No,No
U1059364,Cashback,No,Yes
U1092809,Cashback,Yes,No
U1014338,Cashback,Yes,No
U1076326,Cashback,No,No
U1097009,Personalized Offer,No,No
U1013055,Personalized Offer,No,No
U1050707,Discount,No,No
U1024305,Cashback,No,No
U1020641,Discount,Yes,Yes
U1049789,Referral,Yes,Yes
U1045522,Referral,Yes,Yes
U1015200,Discount,Yes,No
U1040458,Discount,Yes,No
U1057020,Cashback,No,Yes
U1072977,Personalized Offer,Yes,No
U1088654,Referral,No,No
U1065435,Referral,Yes,No
U1043812,Discount,Yes,No
U1055569,Cashback,Yes,Yes
U1033855,Personalized Offer,No,No
U1090961,Referral,Yes,Yes
U1072014,Referral,Yes,No
U1000621,Cashback,Yes,No
U1032130,Personalized Offer,Yes,No
U1024498,Cashback,Yes,Yes
U1098487,Cashback,No,No
U1024078,Cashback,No,No
U1075513,Personalized Offer,No,No
U1064241,Cashback,Yes,Yes
U1099583,Cashback,Yes,No
U1043056,Discount,Yes,No
U1095572,Discount,No,Yes
U1016030,Cashback,Yes,No
U1033517,Discount,Yes,No
U1034148,Cashback,No,No
U1068549,Discount,Yes,No
U1005038,Cashback,No,Yes
U1074984,Cashback,No,Yes
U1033937,Personalized Offer,Yes,No
U1015694,Personalized Offer,Yes,No
U1072638,Discount,No,No
U1019493,Discount,Yes,No
U1058032,Referral,No,No
U1016425,Referral,Yes,Yes
U1097191,Cashback,No,Yes
U1088981,Discount,No,No
U1034856,Referral,No,No
U1031986,Cashback,No,Yes
U1060721,Referral,Yes,Yes
U1059727,Referral,Yes,No
U1065328,Cashback,No,No
U1024140,Personalized Offer,Yes,No
U1075438,Personalized Offer,Yes,No
U1056994,Referral,No,No
U1036720,Discount,No,Yes
U1049354,Cashback,No,No
U1025862,Cashback,No,No
U1019042,Discount,Yes,Yes
U1034623,Personalized Offer,Yes,No
U1071921,Cashback,Yes,No
U1052494,Cashback,No,No
U1066984,Cashback,No,Yes
U1031907,Personalized Offer,No,No
U1000065,Cashback,Yes,Yes
U1070454,Cashback,Yes,No
U1075677,Referral,Yes,Yes
U1034440,Discount,Yes,No
U1011477,Referral,Yes,Yes
U1038753,Cashback,Yes,No
U1055237,Personalized Offer,Yes,No
U1063930,Discount,Yes,No
U1087182,Personalized Offer,Yes,No
U1050837,Cashback,No,No
U1065483,Cashback,No,No
U1076636,Referral,Yes,Yes
U1093783,Personalized Offer,No,No
U1084168,Referral,No,Yes
U1060761,Personalized Offer,Yes,No
U1001205,Cashback,Yes,Yes
U1040920,Discount,Yes,No
U1093406,Discount,Yes,No
U1006761,Personalized Offer,No,Yes
U1003964,Referral,Yes,No
U1047558,Discount,Yes,No
U1031957,Cashback,No,No
U1051340,Cashback,Yes,No
U1008431,Personalized Offer,Yes,No
U1004241,Referral,Yes,No
U1079621,Referral,Yes,Yes
U1099037,Discount,Yes,Yes
U1088699,Cashback,No,No
U1036366,Discount,Yes,Yes
U1068250,Cashback,No,No
U1080238,Cashback,Yes,No
U1019744,Discount,No,Yes
U1099165,Referral,Yes,No
U1030799,Discount,Yes,No
U1048161,Referral,Yes,No
U1021197,Cashback,No,Yes
U1057367,Discount,Yes,Yes
